"contact","CIN","current_index","difference","total","month","year"
"Pamela Brown","12348013",22937,326,163,3,2024
"Pamela Brown","12348013",22611,459,229.5,2,2024
"Pamela Brown","12348013",22152,560,280,1,2024
"Pamela Brown","12348013",21592,487,243.5,12,2023
"Pamela Brown","12348013",21105,518,259,11,2023
"Pamela Brown","12348013",20587,413,206.5,10,2023
"Pamela Brown","12348013",20174,402,201,9,2023
"Pamela Brown","12348013",19772,445,222.5,8,2023
"Pamela Brown","12348013",19327,342,171,7,2023
"Pamela Brown","12348013",18985,575,287.5,6,2023
"Pamela Brown","12348013",18410,378,189,5,2023
"Pamela Brown","12348013",18032,390,195,4,2023
"Pamela Brown","12348013",17642,455,227.5,3,2023
"Pamela Brown","12348013",17187,583,291.5,2,2023
"Pamela Brown","12348013",16604,496,248,1,2023
"Pamela Brown","12348013",16108,408,204,12,2022
"Pamela Brown","12348013",15700,402,201,11,2022
"Pamela Brown","12348013",15298,403,201.5,10,2022
"Pamela Brown","12348013",14895,316,158,9,2022
"Pamela Brown","12348013",14579,595,297.5,8,2022
"Pamela Brown","12348013",13984,397,198.5,7,2022
"Pamela Brown","12348013",13587,579,289.5,6,2022
"Pamela Brown","12348013",13008,492,246,5,2022
"Pamela Brown","12348013",12516,576,288,4,2022
"Pamela Brown","12348013",11940,408,204,3,2022
"Pamela Brown","12348013",11532,485,242.5,2,2022
"Pamela Brown","12348013",11047,467,233.5,1,2022
"Pamela Brown","12348013",10580,429,214.5,12,2021
"Pamela Brown","12348013",10151,317,158.5,11,2021
"Pamela Brown","12348013",9834,343,171.5,10,2021
"Pamela Brown","12348013",9491,337,168.5,9,2021
"Pamela Brown","12348013",9154,499,249.5,8,2021
"Pamela Brown","12348013",8655,408,204,7,2021
"Pamela Brown","12348013",8247,533,266.5,6,2021
"Pamela Brown","12348013",7714,502,251,5,2021
"Pamela Brown","12348013",7212,488,244,4,2021
"Pamela Brown","12348013",6724,567,283.5,3,2021
"Pamela Brown","12348013",6157,497,248.5,2,2021
"Pamela Brown","12348013",5660,318,159,1,2021
"Pamela Brown","12348013",5342,531,265.5,12,2020
"Pamela Brown","12348013",4811,370,185,11,2020
"Pamela Brown","12348013",4441,363,181.5,10,2020
"Pamela Brown","12348013",4078,403,201.5,9,2020
"Pamela Brown","12348013",3675,507,253.5,8,2020
"Pamela Brown","12348013",3168,456,228,7,2020
"Pamela Brown","12348013",2712,537,268.5,6,2020
"Pamela Brown","12348013",2175,353,176.5,5,2020
"Pamela Brown","12348013",1822,434,217,4,2020
"Pamela Brown","12348013",1388,524,262,3,2020
"Pamela Brown","12348013",864,564,282,2,2020
"Pamela Brown","12348013",300,300,150,1,2020
"okocha","12348012",29725,314,157,8,2025
"okocha","12348012",29411,328,164,7,2025
"okocha","12348012",29083,513,256.5,6,2025
"okocha","12348012",28570,444,222,5,2025
"okocha","12348012",28126,497,248.5,4,2025
"okocha","12348012",27629,508,254,3,2025
"okocha","12348012",27121,314,157,2,2025
"okocha","12348012",26807,486,243,1,2025
"okocha","12348012",26321,383,191.5,12,2024
"okocha","12348012",25938,367,183.5,11,2024
"okocha","12348012",25571,325,162.5,10,2024
"okocha","12348012",25246,400,200,9,2024
"okocha","12348012",24846,444,222,8,2024
"okocha","12348012",24402,564,282,7,2024
"okocha","12348012",23838,457,228.5,6,2024
"okocha","12348012",23381,395,197.5,5,2024
"okocha","12348012",22986,466,233,4,2024
"okocha","12348012",22520,343,171.5,3,2024
"okocha","12348012",22177,571,285.5,2,2024
"okocha","12348012",21606,535,267.5,1,2024
"okocha","12348012",21071,351,175.5,12,2023
"okocha","12348012",20720,552,276,11,2023
"okocha","12348012",20168,585,292.5,10,2023
"okocha","12348012",19583,585,292.5,9,2023
"okocha","12348012",18998,513,256.5,8,2023
"okocha","12348012",18485,412,206,7,2023
"okocha","12348012",18073,310,155,6,2023
"okocha","12348012",17763,566,283,5,2023
"okocha","12348012",17197,315,157.5,4,2023
"okocha","12348012",16882,583,291.5,3,2023
"okocha","12348012",16299,326,163,2,2023
"okocha","12348012",15973,429,214.5,1,2023
"okocha","12348012",15544,388,194,12,2022
"okocha","12348012",15156,448,224,11,2022
"okocha","12348012",14708,517,258.5,10,2022
"okocha","12348012",14191,424,212,9,2022
"okocha","12348012",13767,461,230.5,8,2022
"okocha","12348012",13306,300,150,7,2022
"okocha","12348012",13006,381,190.5,6,2022
"okocha","12348012",12625,567,283.5,5,2022
"okocha","12348012",12058,442,221,4,2022
"okocha","12348012",11616,575,287.5,3,2022
"okocha","12348012",11041,409,204.5,2,2022
"okocha","12348012",10632,325,162.5,1,2022
"okocha","12348012",10307,596,298,12,2021
"okocha","12348012",9711,338,169,11,2021
"okocha","12348012",9373,408,204,10,2021
"okocha","12348012",8965,587,293.5,9,2021
"okocha","12348012",8378,457,228.5,8,2021
"okocha","12348012",7921,511,255.5,7,2021
"okocha","12348012",7410,456,228,6,2021
"okocha","12348012",6954,337,168.5,5,2021
"okocha","12348012",6617,305,152.5,4,2021
"okocha","12348012",6312,432,216,3,2021
"okocha","12348012",5880,522,261,2,2021
"okocha","12348012",5358,487,243.5,1,2021
"okocha","12348012",4871,375,187.5,12,2020
"okocha","12348012",4496,463,231.5,11,2020
"okocha","12348012",4033,581,290.5,10,2020
"okocha","12348012",3452,316,158,9,2020
"okocha","12348012",3136,347,173.5,8,2020
"okocha","12348012",2789,566,283,7,2020
"okocha","12348012",2223,371,185.5,6,2020
"okocha","12348012",1852,312,156,5,2020
"okocha","12348012",1540,397,198.5,4,2020
"okocha","12348012",1143,461,230.5,3,2020
"okocha","12348012",682,382,191,2,2020
"okocha","12348012",300,300,150,1,2020
"Norma Hall","12348011",30480,597,298.5,8,2025
"Norma Hall","12348011",29883,497,248.5,7,2025
"Norma Hall","12348011",29386,457,228.5,6,2025
"Norma Hall","12348011",28929,421,210.5,5,2025
"Norma Hall","12348011",28508,537,268.5,4,2025
"Norma Hall","12348011",27971,358,179,3,2025
"Norma Hall","12348011",27613,477,238.5,2,2025
"Norma Hall","12348011",27136,466,233,1,2025
"Norma Hall","12348011",26670,408,204,12,2024
"Norma Hall","12348011",26262,384,192,11,2024
"Norma Hall","12348011",25878,447,223.5,10,2024
"Norma Hall","12348011",25431,525,262.5,9,2024
"Norma Hall","12348011",24906,397,198.5,8,2024
"Norma Hall","12348011",24509,500,250,7,2024
"Norma Hall","12348011",24009,364,182,6,2024
"Norma Hall","12348011",23645,475,237.5,5,2024
"Norma Hall","12348011",23170,385,192.5,4,2024
"Norma Hall","12348011",22785,418,209,3,2024
"Norma Hall","12348011",22367,566,283,2,2024
"Norma Hall","12348011",21801,487,243.5,1,2024
"Norma Hall","12348011",21314,446,223,12,2023
"Norma Hall","12348011",20868,556,278,11,2023
"Norma Hall","12348011",20312,412,206,10,2023
"Norma Hall","12348011",19900,443,221.5,9,2023
"Norma Hall","12348011",19457,321,160.5,8,2023
"Norma Hall","12348011",19136,519,259.5,7,2023
"Norma Hall","12348011",18617,314,157,6,2023
"Norma Hall","12348011",18303,456,228,5,2023
"Norma Hall","12348011",17847,477,238.5,4,2023
"Norma Hall","12348011",17370,437,218.5,3,2023
"Norma Hall","12348011",16933,306,153,2,2023
"Norma Hall","12348011",16627,373,186.5,1,2023
"Norma Hall","12348011",16254,577,288.5,12,2022
"Norma Hall","12348011",15677,473,236.5,11,2022
"Norma Hall","12348011",15204,511,255.5,10,2022
"Norma Hall","12348011",14693,357,178.5,9,2022
"Norma Hall","12348011",14336,389,194.5,8,2022
"Norma Hall","12348011",13947,457,228.5,7,2022
"Norma Hall","12348011",13490,558,279,6,2022
"Norma Hall","12348011",12932,539,269.5,5,2022
"Norma Hall","12348011",12393,382,191,4,2022
"Norma Hall","12348011",12011,582,291,3,2022
"Norma Hall","12348011",11429,499,249.5,2,2022
"Norma Hall","12348011",10930,374,187,1,2022
"Norma Hall","12348011",10556,392,196,12,2021
"Norma Hall","12348011",10164,305,152.5,11,2021
"Norma Hall","12348011",9859,315,157.5,10,2021
"Norma Hall","12348011",9544,588,294,9,2021
"Norma Hall","12348011",8956,564,282,8,2021
"Norma Hall","12348011",8392,415,207.5,7,2021
"Norma Hall","12348011",7977,384,192,6,2021
"Norma Hall","12348011",7593,426,213,5,2021
"Norma Hall","12348011",7167,562,281,4,2021
"Norma Hall","12348011",6605,434,217,3,2021
"Norma Hall","12348011",6171,548,274,2,2021
"Norma Hall","12348011",5623,436,218,1,2021
"Norma Hall","12348011",5187,568,284,12,2020
"Norma Hall","12348011",4619,468,234,11,2020
"Norma Hall","12348011",4151,420,210,10,2020
"Norma Hall","12348011",3731,395,197.5,9,2020
"Norma Hall","12348011",3336,438,219,8,2020
"Norma Hall","12348011",2898,473,236.5,7,2020
"Norma Hall","12348011",2425,432,216,6,2020
"Norma Hall","12348011",1993,381,190.5,5,2020
"Norma Hall","12348011",1612,391,195.5,4,2020
"Norma Hall","12348011",1221,446,223,3,2020
"Norma Hall","12348011",775,475,237.5,2,2020
"Norma Hall","12348011",300,300,150,1,2020
"Nichole Smith","12348010",29511,579,289.5,8,2025
"Nichole Smith","12348010",28932,539,269.5,7,2025
"Nichole Smith","12348010",28393,575,287.5,6,2025
"Nichole Smith","12348010",27818,527,263.5,5,2025
"Nichole Smith","12348010",27291,307,153.5,4,2025
"Nichole Smith","12348010",26984,333,166.5,3,2025
"Nichole Smith","12348010",26651,556,278,2,2025
"Nichole Smith","12348010",26095,388,194,1,2025
"Nichole Smith","12348010",25707,328,164,12,2024
"Nichole Smith","12348010",25379,565,282.5,11,2024
"Nichole Smith","12348010",24814,453,226.5,10,2024
"Nichole Smith","12348010",24361,581,290.5,9,2024
"Nichole Smith","12348010",23780,542,271,8,2024
"Nichole Smith","12348010",23238,563,281.5,7,2024
"Nichole Smith","12348010",22675,447,223.5,6,2024
"Nichole Smith","12348010",22228,434,217,5,2024
"Nichole Smith","12348010",21794,437,218.5,4,2024
"Nichole Smith","12348010",21357,324,162,3,2024
"Nichole Smith","12348010",21033,482,241,2,2024
"Nichole Smith","12348010",20551,402,201,1,2024
"Nichole Smith","12348010",20149,497,248.5,12,2023
"Nichole Smith","12348010",19652,383,191.5,11,2023
"Nichole Smith","12348010",19269,409,204.5,10,2023
"Nichole Smith","12348010",18860,600,300,9,2023
"Nichole Smith","12348010",18260,599,299.5,8,2023
"Nichole Smith","12348010",17661,581,290.5,7,2023
"Nichole Smith","12348010",17080,363,181.5,6,2023
"Nichole Smith","12348010",16717,443,221.5,5,2023
"Nichole Smith","12348010",16274,364,182,4,2023
"Nichole Smith","12348010",15910,418,209,3,2023
"Nichole Smith","12348010",15492,403,201.5,2,2023
"Nichole Smith","12348010",15089,362,181,1,2023
"Nichole Smith","12348010",14727,336,168,12,2022
"Nichole Smith","12348010",14391,368,184,11,2022
"Nichole Smith","12348010",14023,579,289.5,10,2022
"Nichole Smith","12348010",13444,430,215,9,2022
"Nichole Smith","12348010",13014,304,152,8,2022
"Nichole Smith","12348010",12710,405,202.5,7,2022
"Nichole Smith","12348010",12305,444,222,6,2022
"Nichole Smith","12348010",11861,366,183,5,2022
"Nichole Smith","12348010",11495,342,171,4,2022
"Nichole Smith","12348010",11153,502,251,3,2022
"Nichole Smith","12348010",10651,463,231.5,2,2022
"Nichole Smith","12348010",10188,521,260.5,1,2022
"Nichole Smith","12348010",9667,340,170,12,2021
"Nichole Smith","12348010",9327,496,248,11,2021
"Nichole Smith","12348010",8831,502,251,10,2021
"Nichole Smith","12348010",8329,555,277.5,9,2021
"Nichole Smith","12348010",7774,308,154,8,2021
"Nichole Smith","12348010",7466,321,160.5,7,2021
"Nichole Smith","12348010",7145,313,156.5,6,2021
"Nichole Smith","12348010",6832,306,153,5,2021
"Nichole Smith","12348010",6526,385,192.5,4,2021
"Nichole Smith","12348010",6141,379,189.5,3,2021
"Nichole Smith","12348010",5762,313,156.5,2,2021
"Nichole Smith","12348010",5449,516,258,1,2021
"Nichole Smith","12348010",4933,305,152.5,12,2020
"Nichole Smith","12348010",4628,455,227.5,11,2020
"Nichole Smith","12348010",4173,494,247,10,2020
"Nichole Smith","12348010",3679,585,292.5,9,2020
"Nichole Smith","12348010",3094,381,190.5,8,2020
"Nichole Smith","12348010",2713,384,192,7,2020
"Nichole Smith","12348010",2329,452,226,6,2020
"Nichole Smith","12348010",1877,366,183,5,2020
"Nichole Smith","12348010",1511,408,204,4,2020
"Nichole Smith","12348010",1103,462,231,3,2020
"Nichole Smith","12348010",641,341,170.5,2,2020
"Nichole Smith","12348010",300,300,150,1,2020
"Nicholas Foster","12348009",29485,359,179.5,8,2025
"Nicholas Foster","12348009",29126,477,238.5,7,2025
"Nicholas Foster","12348009",28649,437,218.5,6,2025
"Nicholas Foster","12348009",28212,498,249,5,2025
"Nicholas Foster","12348009",27714,318,159,4,2025
"Nicholas Foster","12348009",27396,415,207.5,3,2025
"Nicholas Foster","12348009",26981,566,283,2,2025
"Nicholas Foster","12348009",26415,378,189,1,2025
"Nicholas Foster","12348009",26037,500,250,12,2024
"Nicholas Foster","12348009",25537,484,242,11,2024
"Nicholas Foster","12348009",25053,463,231.5,10,2024
"Nicholas Foster","12348009",24590,522,261,9,2024
"Nicholas Foster","12348009",24068,410,205,8,2024
"Nicholas Foster","12348009",23658,441,220.5,7,2024
"Nicholas Foster","12348009",23217,407,203.5,6,2024
"Nicholas Foster","12348009",22810,339,169.5,5,2024
"Nicholas Foster","12348009",22471,317,158.5,4,2024
"Nicholas Foster","12348009",22154,428,214,3,2024
"Nicholas Foster","12348009",21726,301,150.5,2,2024
"Nicholas Foster","12348009",21425,388,194,1,2024
"Nicholas Foster","12348009",21037,396,198,12,2023
"Nicholas Foster","12348009",20641,499,249.5,11,2023
"Nicholas Foster","12348009",20142,514,257,10,2023
"Nicholas Foster","12348009",19628,443,221.5,9,2023
"Nicholas Foster","12348009",19185,316,158,8,2023
"Nicholas Foster","12348009",18869,373,186.5,7,2023
"Nicholas Foster","12348009",18496,524,262,6,2023
"Nicholas Foster","12348009",17972,582,291,5,2023
"Nicholas Foster","12348009",17390,467,233.5,4,2023
"Nicholas Foster","12348009",16923,399,199.5,3,2023
"Nicholas Foster","12348009",16524,320,160,2,2023
"Nicholas Foster","12348009",16204,405,202.5,1,2023
"Nicholas Foster","12348009",15799,556,278,12,2022
"Nicholas Foster","12348009",15243,370,185,11,2022
"Nicholas Foster","12348009",14873,446,223,10,2022
"Nicholas Foster","12348009",14427,555,277.5,9,2022
"Nicholas Foster","12348009",13872,427,213.5,8,2022
"Nicholas Foster","12348009",13445,521,260.5,7,2022
"Nicholas Foster","12348009",12924,453,226.5,6,2022
"Nicholas Foster","12348009",12471,512,256,5,2022
"Nicholas Foster","12348009",11959,311,155.5,4,2022
"Nicholas Foster","12348009",11648,460,230,3,2022
"Nicholas Foster","12348009",11188,401,200.5,2,2022
"Nicholas Foster","12348009",10787,381,190.5,1,2022
"Nicholas Foster","12348009",10406,382,191,12,2021
"Nicholas Foster","12348009",10024,415,207.5,11,2021
"Nicholas Foster","12348009",9609,449,224.5,10,2021
"Nicholas Foster","12348009",9160,588,294,9,2021
"Nicholas Foster","12348009",8572,461,230.5,8,2021
"Nicholas Foster","12348009",8111,479,239.5,7,2021
"Nicholas Foster","12348009",7632,415,207.5,6,2021
"Nicholas Foster","12348009",7217,302,151,5,2021
"Nicholas Foster","12348009",6915,406,203,4,2021
"Nicholas Foster","12348009",6509,447,223.5,3,2021
"Nicholas Foster","12348009",6062,465,232.5,2,2021
"Nicholas Foster","12348009",5597,312,156,1,2021
"Nicholas Foster","12348009",5285,483,241.5,12,2020
"Nicholas Foster","12348009",4802,491,245.5,11,2020
"Nicholas Foster","12348009",4311,513,256.5,10,2020
"Nicholas Foster","12348009",3798,338,169,9,2020
"Nicholas Foster","12348009",3460,510,255,8,2020
"Nicholas Foster","12348009",2950,424,212,7,2020
"Nicholas Foster","12348009",2526,377,188.5,6,2020
"Nicholas Foster","12348009",2149,452,226,5,2020
"Nicholas Foster","12348009",1697,473,236.5,4,2020
"Nicholas Foster","12348009",1224,444,222,3,2020
"Nicholas Foster","12348009",780,480,240,2,2020
"Nicholas Foster","12348009",300,300,150,1,2020
"Nesta","12348008",30876,381,190.5,8,2025
"Nesta","12348008",30495,447,223.5,7,2025
"Nesta","12348008",30048,555,277.5,6,2025
"Nesta","12348008",29493,469,234.5,5,2025
"Nesta","12348008",29024,512,256,4,2025
"Nesta","12348008",28512,355,177.5,3,2025
"Nesta","12348008",28157,591,295.5,2,2025
"Nesta","12348008",27566,335,167.5,1,2025
"Nesta","12348008",27231,590,295,12,2024
"Nesta","12348008",26641,344,172,11,2024
"Nesta","12348008",26297,322,161,10,2024
"Nesta","12348008",25975,334,167,9,2024
"Nesta","12348008",25641,450,225,8,2024
"Nesta","12348008",25191,373,186.5,7,2024
"Nesta","12348008",24818,379,189.5,6,2024
"Nesta","12348008",24439,557,278.5,5,2024
"Nesta","12348008",23882,433,216.5,4,2024
"Nesta","12348008",23449,496,248,3,2024
"Nesta","12348008",22953,417,208.5,2,2024
"Nesta","12348008",22536,455,227.5,1,2024
"Nesta","12348008",22081,357,178.5,12,2023
"Nesta","12348008",21724,555,277.5,11,2023
"Nesta","12348008",21169,454,227,10,2023
"Nesta","12348008",20715,553,276.5,9,2023
"Nesta","12348008",20162,531,265.5,8,2023
"Nesta","12348008",19631,380,190,7,2023
"Nesta","12348008",19251,545,272.5,6,2023
"Nesta","12348008",18706,373,186.5,5,2023
"Nesta","12348008",18333,311,155.5,4,2023
"Nesta","12348008",18022,462,231,3,2023
"Nesta","12348008",17560,486,243,2,2023
"Nesta","12348008",17074,534,267,1,2023
"Nesta","12348008",16540,526,263,12,2022
"Nesta","12348008",16014,417,208.5,11,2022
"Nesta","12348008",15597,334,167,10,2022
"Nesta","12348008",15263,318,159,9,2022
"Nesta","12348008",14945,460,230,8,2022
"Nesta","12348008",14485,475,237.5,7,2022
"Nesta","12348008",14010,517,258.5,6,2022
"Nesta","12348008",13493,458,229,5,2022
"Nesta","12348008",13035,398,199,4,2022
"Nesta","12348008",12637,336,168,3,2022
"Nesta","12348008",12301,598,299,2,2022
"Nesta","12348008",11703,320,160,1,2022
"Nesta","12348008",11383,499,249.5,12,2021
"Nesta","12348008",10884,434,217,11,2021
"Nesta","12348008",10450,492,246,10,2021
"Nesta","12348008",9958,468,234,9,2021
"Nesta","12348008",9490,591,295.5,8,2021
"Nesta","12348008",8899,518,259,7,2021
"Nesta","12348008",8381,391,195.5,6,2021
"Nesta","12348008",7990,582,291,5,2021
"Nesta","12348008",7408,412,206,4,2021
"Nesta","12348008",6996,479,239.5,3,2021
"Nesta","12348008",6517,367,183.5,2,2021
"Nesta","12348008",6150,356,178,1,2021
"Nesta","12348008",5794,534,267,12,2020
"Nesta","12348008",5260,591,295.5,11,2020
"Nesta","12348008",4669,489,244.5,10,2020
"Nesta","12348008",4180,385,192.5,9,2020
"Nesta","12348008",3795,493,246.5,8,2020
"Nesta","12348008",3302,571,285.5,7,2020
"Nesta","12348008",2731,553,276.5,6,2020
"Nesta","12348008",2178,480,240,5,2020
"Nesta","12348008",1698,484,242,4,2020
"Nesta","12348008",1214,518,259,3,2020
"Nesta","12348008",696,396,198,2,2020
"Nesta","12348008",300,300,150,1,2020
"Nathan Salinas","12348007",30501,599,299.5,8,2025
"Nathan Salinas","12348007",29902,509,254.5,7,2025
"Nathan Salinas","12348007",29393,495,247.5,6,2025
"Nathan Salinas","12348007",28898,305,152.5,5,2025
"Nathan Salinas","12348007",28593,564,282,4,2025
"Nathan Salinas","12348007",28029,300,150,3,2025
"Nathan Salinas","12348007",27729,545,272.5,2,2025
"Nathan Salinas","12348007",27184,582,291,1,2025
"Nathan Salinas","12348007",26602,560,280,12,2024
"Nathan Salinas","12348007",26042,472,236,11,2024
"Nathan Salinas","12348007",25570,506,253,10,2024
"Nathan Salinas","12348007",25064,502,251,9,2024
"Nathan Salinas","12348007",24562,471,235.5,8,2024
"Nathan Salinas","12348007",24091,464,232,7,2024
"Nathan Salinas","12348007",23627,325,162.5,6,2024
"Nathan Salinas","12348007",23302,530,265,5,2024
"Nathan Salinas","12348007",22772,422,211,4,2024
"Nathan Salinas","12348007",22350,549,274.5,3,2024
"Nathan Salinas","12348007",21801,595,297.5,2,2024
"Nathan Salinas","12348007",21206,438,219,1,2024
"Nathan Salinas","12348007",20768,528,264,12,2023
